FID,id,latitude,longitude,country,sample_size,hbaa,hbas,hbss,malaria_hypothesis,population_estimates,area_type,source,citation,country_id,malaria_metrics_available,identifiedproblem
HbS_Data.fid--5a9ebec4_181ab14c941_1f48,964,32.119,20.065,Libyan Arab Jamahiriya,1350,1284,61,5,NO,YES,Point (? 10 km2),IBD02695,"Jain, R. C. (1985). ""Sickle cell and thalassaemic genes in Libya."" Transactions of the Royal Society of Tropical Medicine and Hygiene 79(1): 132-133.",LBA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f46,436,32.12,20.064,Libyan Arab Jamahiriya,319,314,5,0,YES,YES,Wide-area (>10 and ? 25 km2),IBD01049,"Kamel, K., M. Umar, et al. (1975). ""Anthropological studies among Libyans. Erythrocyte genetic factors, serum haptoglobin phenotypes and anthropometry."" American Journal of Physical Anthropology 43(1): 103-111.",LBA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ec9,1061,32.3237,35.7179,Jordan,625,608,11,6,YES,YES,,IBD03141,"Sunna, E. I., N. S. Gharaibeh, et al. (1996). ""Prevalence of hemoglobin S and beta-thalassemia in northern Jordan."" Journal of Obstetrics and Gynaecology Research 22(1): 17-20.",JOR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b7e,919,32.4328,10.0921,Tunisia,121,116,5,,NO,YES,,IBD02585,"Fattoum, S. (2006). ""[Hemoglobinopathies in Tunisia. An updated review of the epidemiologic and molecular data]."" Tunisie Médicale 84(11): 687-696.",TUN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ebd,995,32.49,3.678,Algeria,598,564,0,0,NO,YES,Large polygon (>100 km2),IBD02838,"Merghoub, T., A. Sanchez-Mazas, et al. (1997). ""Haemoglobin D-Ouled Rabah among the Mozabites: a relevant variant to trace the origin of Berber-speaking populations."" European Journal of Human Genetics 5(6): 390-396.",DZA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ed9,1028,32.534,34.916,Israel,105,43,14,1,NO,YES,Point (? 10 km2),IBD02997,"Rachmilewitz, E. A., H. Tamari, et al. (1985). ""The interaction of hemoglobin O Arab with Hb S and beta+ thalassemia among Israeli Arabs."" Human Genetics 70(2): 119-125.",ISR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ef2,1062,32.558,35.861,Jordan,869,,23,3,NO,YES,Point (? 10 km2),IBD03141,"Sunna, E. I., N. S. Gharaibeh, et al. (1996). ""Prevalence of hemoglobin S and beta-thalassemia in northern Jordan."" Journal of Obstetrics and Gynaecology Research 22(1): 17-20.",JOR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ef3,1063,32.558,35.861,Jordan,181,172,9,,YES,NO,Point (? 10 km2),IBD03149,"Talafih, K., A. A. Hunaiti, et al. (1996). ""The prevalence of hemoglobin S and glucose-6-phosphate dehydrogenase deficiency in Jordanian newborn."" Journal of Obstetrics and Gynaecology Research 22(5): 417-420.",JOR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1edb,1030,32.652,51.678,Iran,300,,23,2,NO,YES,Large polygon (>100 km2),IBD03001,"Rahgozar, S., A. A. Poorfathollah, et al. (2000). ""Beta s gene in Central Iran is in linkage disequilibrium with the Indian-Arab haplotype."" American Journal of Hematology 65(3): 192-195.",IRN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f47,437,32.872,13.179,Libyan Arab Jamahiriya,677,674,3,0,YES,YES,Small polygon (>25 and ? 100 km2),IBD01049,"Kamel, K., M. Umar, et al. (1975). ""Anthropological studies among Libyans. Erythrocyte genetic factors, serum haptoglobin phenotypes and anthropometry."" American Journal of Physical Anthropology 43(1): 103-111.",LBA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1dbd,659,33.109,6.071,Algeria,153,,10,0,NO,YES,Small polygon (>25 and ? 100 km2),IBD01715,"Ruffie, J., P. Lefevre-Witier, et al. (1977). ""Geneticx markers of blood in some populations of North Sahara (1967)."" Yearbook of Physical Anthropology 1976 20: 181-202.",DZA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e11,799,33.334,36.233,Syrian Arab Republic,117,81,36,,NO,YES,Point (? 10 km2),IBD02219,"Abdulsalam, A. A., H. N. Bashour, et al. (2003). ""Pregnancy outcomes among Palestinian refugee women with sickle cell trait in Damascus, Syria."" Saudi Medical Journal 24(9): 986-990.",SYR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e13,800,33.422,36.266,Syrian Arab Republic,149,122,27,,NO,YES,Point (? 10 km2),IBD02219,"Abdulsalam, A. A., H. N. Bashour, et al. (2003). ""Pregnancy outcomes among Palestinian refugee women with sickle cell trait in Damascus, Syria."" Saudi Medical Journal 24(9): 986-990.",SYR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e14,801,33.466,36.375,Syrian Arab Republic,176,149,27,,NO,YES,Point (? 10 km2),IBD02219,"Abdulsalam, A. A., H. N. Bashour, et al. (2003). ""Pregnancy outcomes among Palestinian refugee women with sickle cell trait in Damascus, Syria."" Saudi Medical Journal 24(9): 986-990.",SYR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e16,802,33.52,36.294,Syrian Arab Republic,58,50,8,,NO,YES,Small polygon (>25 and ? 100 km2),IBD02219,"Abdulsalam, A. A., H. N. Bashour, et al. (2003). ""Pregnancy outcomes among Palestinian refugee women with sickle cell trait in Damascus, Syria."" Saudi Medical Journal 24(9): 986-990.",SYR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e7c,920,33.6294,8.7018,Tunisia,178,177,1,,NO,YES,,IBD02585,"Fattoum, S. (2006). ""[Hemoglobinopathies in Tunisia. An updated review of the epidemiologic and molecular data]."" Tunisie Médicale 84(11): 687-696.",TUN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f81,635,34.055,-118.243,United States of America,30085,29925,144,16,NO,YES,Large polygon (>100 km2),IBD01638,"Rahbar, S. and K. Blume (1983). ""Hemoglobinopathies in the Los Angeles area."" Hemoglobin 7(3): 291-295.",USA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1cc2,317,34.065,-118.207,United States of America,90,90,0,0,YES,YES,Point (? 10 km2),IBD00683,"Ewing, N., D. Powars, et al. (1981). ""Newborn diagnosis of abnormal hemoglobins from a large municipal hospital in Los Angeles."" American Journal of Public Health 71(6): 629-631.",USA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f7b,318,34.065,-118.207,United States of America,29521,28884,483,16,NO,YES,Point (? 10 km2),IBD00683,"Ewing, N., D. Powars, et al. (1981). ""Newborn diagnosis of abnormal hemoglobins from a large municipal hospital in Los Angeles."" American Journal of Public Health 71(6): 629-631.",USA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f78,935,34.3238,-118.2243,United States of America,471842,466634,5208,,NO,YES,,IBD02629,"Gozal, D., F. W. Lorey, et al. (1994). ""Incidence of sudden infant death syndrome in infants with sickle cell trait."" Journal of Pediatrics 124(2): 211-214.",USA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1bec,26,34.441,35.86,Lebanon,101,97,4,,NO,YES,Point (? 10 km2),IBD00034,"Aksoy, M. (1961). ""Hemoglobin S in Eti-Turks and the Allewits in Lebanon."" Blood 17: 657-659.",LBN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e10,796,34.484,68.582,Afghanistan,117,117,0,,NO,YES,Small polygon (>25 and ? 100 km2),IBD02185,"Woodd, R. B., H. M. Smith, et al. (1967). ""The blood groups of the Timuri and related tribes in Afghanistan."" American Journal of Physical Anthropology 27: 195-204.",AFG,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f75,622,34.6401,-79.1035,United States of America,1332,1309,23,,NO,YES,,IBD01599,"Pollitzer, W. S., A. I. Chernoff, et al. (1959). ""Hemoglobin patterns in American Indians."" Science 129(3343): 216.",USA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ce6,369,34.774,131.1455,Japan,739,739,0,0,NO,YES,Wide-area (>10 and ? 25 km2),IBD00747,"Fujiki, N., Y. Ohkawara, et al. (1965). ""Hematological survey in the isolated villages in Japan."" Israel Journal of Medical Sciences 1(4): 712-713.",JPN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c2f,112,35.008,24.865,Greece,131,131,0,,NO,YES,Point (? 10 km2),IBD00153,"Barnicot, N. A., A. C. Allison, et al. (1963). ""Haemoglobin types in Greek populations."" Annals of Human Genetics 26: 229-236.",GRC,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c84,213,35.1,-1.852,Algeria,134,134,0,0,NO,YES,Point (? 10 km2),IBD00399,"Cabannes, R. (1965). Repartition des haemoglobines anormales dans la partie ouest du continent Africain. Abnormal Haemoglobins in Africa. J. H. P. Jonxis. Philadephia, Davis, F. A.: 291-317.",DZA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f7e,625,35.161,-96.499,United States of America,221,217,4,,NO,YES,Large polygon (>100 km2),IBD01601,"Pollitzer, W. S., K. K. Namboodiri, et al. (1970). ""The Seminole Indians of Oklahoma: morphology and serology."" American Journal of Physical Anthropology 33(1): 15-29.",USA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b79,921,35.1703,10.4699,Tunisia,382,379,3,,NO,YES,,IBD02585,"Fattoum, S. (2006). ""[Hemoglobinopathies in Tunisia. An updated review of the epidemiologic and molecular data]."" Tunisie Médicale 84(11): 687-696.",TUN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b65,922,35.2162,9.3483,Tunisia,263,261,2,,NO,YES,,IBD02585,"Fattoum, S. (2006). ""[Hemoglobinopathies in Tunisia. An updated review of the epidemiologic and molecular data]."" Tunisie Médicale 84(11): 687-696.",TUN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c18,113,35.338,25.132,Greece,107,107,0,,NO,YES,Point (? 10 km2),IBD00153,"Barnicot, N. A., A. C. Allison, et al. (1963). ""Haemoglobin types in Greek populations."" Annals of Human Genetics 26: 229-236.",GRC,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1da9,623,35.474,-83.315,United States of America,136,,0,,YES,NO,Point (? 10 km2),IBD01599,"Pollitzer, W. S., A. I. Chernoff, et al. (1959). ""Hemoglobin patterns in American Indians."" Science 129(3343): 216.",USA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f7d,624,35.474,-83.315,United States of America,534,534,0,,NO,YES,Point (? 10 km2),IBD01599,"Pollitzer, W. S., A. I. Chernoff, et al. (1959). ""Hemoglobin patterns in American Indians."" Science 129(3343): 216.",USA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c85,214,35.5,8.316,Algeria,78,78,0,0,NO,YES,Point (? 10 km2),IBD00399,"Cabannes, R. (1965). Repartition des haemoglobines anormales dans la partie ouest du continent Africain. Abnormal Haemoglobins in Africa. J. H. P. Jonxis. Philadephia, Davis, F. A.: 291-317.",DZA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d9c,620,35.531924,34.188117,Cyprus,69,,1,,NO,YES,Point (? 10 km2),IBD01592,"Plato, C. C., D. L. Rucknagel, et al. (1964). ""Studies on the Distribution of Glucose-6-Phosphate Dehydrogenase Deficiency, Thalassemia, and Other Genetic Traits in the Coastal and Mountain Villages of Cyprus."" American Journal of Human Genetics 16: 267-283.",CYP,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1bc1,938,35.6,10.2204,Tunisia,1238,1207,31,0,NO,YES,,IBD02650,"Haj Khelil, A., S. Laradi, et al. (2004). ""Clinical and molecular aspects of haemoglobinopathies in Tunisia."" Clinica Chimica Acta 340(1-2): 127-137.",TUN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b38,482,35.778,10.826,Tunisia,81,81,0,,YES,YES,Point (? 10 km2),IBD01167,"Lefranc, M. P., G. Lefranc, et al. (1981). ""Frequency of human A gamma 75Thr globin chain in a population from Tunisia."" Human Genetics 59(1): 89-91.",TUN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d3a,483,35.833,10.637,Tunisia,114,113,1,,YES,YES,Point (? 10 km2),IBD01167,"Lefranc, M. P., G. Lefranc, et al. (1981). ""Frequency of human A gamma 75Thr globin chain in a population from Tunisia."" Human Genetics 59(1): 89-91.",TUN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f06,1083,36.0815,36.2844,Turkey,175,174,1,,YES,YES,Large polygon (>100 km2),IBD03238,"Yuregir, G. T., A. Arpaci, et al. (1995). ""Population at risk for hemoglobinopathies in Cukurova, Turkiye: Need for prenatal diagnosis."" Annals of Medical Sciences 4(2): 61-69.",TUR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1df7,31,36.083,35.986,Turkey,123,103,16,1,YES,NO,Wide-area (>10 and ? 25 km2),IBD00039,"Askoy, M. and S. Erdem (1968). ""Abnormal hemoglobins and thalassemia in Eti-Turks living in Antakya."" Medical Bulletin of Istanbul Medical Faculty 1: 296-301.",TUR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1af3,27,36.14,36.156,Turkey,74,70,4,,NO,YES,Point (? 10 km2),IBD00034,"Aksoy, M. (1961). ""Hemoglobin S in Eti-Turks and the Allewits in Lebanon."" Blood 17: 657-659.",TUR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b23,114,36.151,27.95,Greece,58,58,0,,NO,YES,Point (? 10 km2),IBD00153,"Barnicot, N. A., A. C. Allison, et al. (1963). ""Haemoglobin types in Greek populations."" Annals of Human Genetics 26: 229-236.",GRC,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f07,1084,36.1762,35.9718,Turkey,349,297,52,,YES,YES,Large polygon (>100 km2),IBD03238,"Yuregir, G. T., A. Arpaci, et al. (1995). ""Population at risk for hemoglobinopathies in Cukurova, Turkiye: Need for prenatal diagnosis."" Annals of Medical Sciences 4(2): 61-69.",TUR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b6c,115,36.178,28.074,Greece,47,47,0,,NO,YES,Point (? 10 km2),IBD00153,"Barnicot, N. A., A. C. Allison, et al. (1963). ""Haemoglobin types in Greek populations."" Annals of Human Genetics 26: 229-236.",GRC,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f08,1085,36.2,36.175,Turkey,1559,1378,181,,YES,YES,Point (? 10 km2),IBD03238,"Yuregir, G. T., A. Arpaci, et al. (1995). ""Population at risk for hemoglobinopathies in Cukurova, Turkiye: Need for prenatal diagnosis."" Annals of Medical Sciences 4(2): 61-69.",TUR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ef6,1065,36.2178,33.3016,Turkey,824,824,0,,YES,YES,,IBD03173,"Tosun, F., A. Bilgin, et al. (2006). ""Five-year evaluation of premarital screening program for hemoglobinopathies in the province of Mersin, Turkey."" Turkish Journal of Haematology 23(2): 84-89.",TUR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1bac,1066,36.2644,32.78,Turkey,5483,5479,4,,YES,YES,,IBD03173,"Tosun, F., A. Bilgin, et al. (2006). ""Five-year evaluation of premarital screening program for hemoglobinopathies in the province of Mersin, Turkey."" Turkish Journal of Haematology 23(2): 84-89.",TUR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f09,1086,36.2805,36.5195,Turkey,278,261,17,,YES,YES,Large polygon (>100 km2),IBD03238,"Yuregir, G. T., A. Arpaci, et al. (1995). ""Population at risk for hemoglobinopathies in Cukurova, Turkiye: Need for prenatal diagnosis."" Annals of Medical Sciences 4(2): 61-69.",TUR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e7d,923,36.3024,9.0152,Tunisia,326,310,16,,NO,YES,,IBD02585,"Fattoum, S. (2006). ""[Hemoglobinopathies in Tunisia. An updated review of the epidemiologic and molecular data]."" Tunisie Médicale 84(11): 687-696.",TUN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ef9,1067,36.3747,33.3349,Turkey,2824,2822,2,,YES,YES,,IBD03173,"Tosun, F., A. Bilgin, et al. (2006). ""Five-year evaluation of premarital screening program for hemoglobinopathies in the province of Mersin, Turkey."" Turkish Journal of Haematology 23(2): 84-89.",TUR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b08,116,36.443,28.223,Greece,93,93,0,,NO,YES,Point (? 10 km2),IBD00153,"Barnicot, N. A., A. C. Allison, et al. (1963). ""Haemoglobin types in Greek populations."" Annals of Human Genetics 26: 229-236.",GRC,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b8d,760,36.464,4.535,Algeria,950,944,6,,YES,YES,Point (? 10 km2),IBD02023,"Trabuchet, G., M. Dahmane, et al. (1977). ""[Abnormal hemoglobins in Algeria]."" Semaine des Hôpitaux 53(16): 879-881.",DZA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f0a,1087,36.4801,36.0665,Turkey,275,226,49,,YES,YES,Large polygon (>100 km2),IBD03238,"Yuregir, G. T., A. Arpaci, et al. (1995). ""Population at risk for hemoglobinopathies in Cukurova, Turkiye: Need for prenatal diagnosis."" Annals of Medical Sciences 4(2): 61-69.",TUR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f0b,1088,36.5318,36.4242,Turkey,212,212,0,,YES,YES,Large polygon (>100 km2),IBD03238,"Yuregir, G. T., A. Arpaci, et al. (1995). ""Population at risk for hemoglobinopathies in Cukurova, Turkiye: Need for prenatal diagnosis."" Annals of Medical Sciences 4(2): 61-69.",TUR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ad6,28,36.5544,36.1303,Turkey,150,131,19,,NO,YES,Point (? 10 km2),IBD00034,"Aksoy, M. (1961). ""Hemoglobin S in Eti-Turks and the Allewits in Lebanon."" Blood 17: 657-659.",TUR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1dc5,29,36.5674,36.1456,Turkey,114,84,30,,NO,YES,Point (? 10 km2),IBD00034,"Aksoy, M. (1961). ""Hemoglobin S in Eti-Turks and the Allewits in Lebanon."" Blood 17: 657-659.",TUR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ab5,30,36.569,35.392,Turkey,102,82,20,,NO,YES,Point (? 10 km2),IBD00034,"Aksoy, M. (1961). ""Hemoglobin S in Eti-Turks and the Allewits in Lebanon."" Blood 17: 657-659.",TUR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ae5,54,36.57,4.31,Algeria,105,105,0,0,YES,YES,Point (? 10 km2),IBD00064,"Allison, A. C. (1953). ""The sickle-cell trait in the mediterranean area."" Man 53: 31.",DZA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ee3,1068,36.5716,33.8232,Turkey,8812,8804,8,,YES,YES,,IBD03173,"Tosun, F., A. Bilgin, et al. (2006). ""Five-year evaluation of premarital screening program for hemoglobinopathies in the province of Mersin, Turkey."" Turkish Journal of Haematology 23(2): 84-89.",TUR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f0c,1089,36.5716,33.8232,Turkey,746,745,1,,YES,NO,Large polygon (>100 km2),IBD03238,"Yuregir, G. T., A. Arpaci, et al. (1995). ""Population at risk for hemoglobinopathies in Cukurova, Turkiye: Need for prenatal diagnosis."" Annals of Medical Sciences 4(2): 61-69.",TUR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b34,932,36.574,36.178,Turkey,27232,25661,1488,17,YES,YES,,IBD02610,"Gali, A. E., G. Polat, et al. (1999). ""A premarital screening programme of hemoglobinopathies in Hatay."" Annals of Medical Sciences 8(2): 88-92.",TUR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b1d,761,36.651,3.333,Algeria,499,495,4,,YES,YES,Point (? 10 km2),IBD02023,"Trabuchet, G., M. Dahmane, et al. (1977). ""[Abnormal hemoglobins in Algeria]."" Semaine des Hôpitaux 53(16): 879-881.",DZA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1efa,1069,36.7184,33.3872,Turkey,5190,5189,1,,YES,YES,,IBD03173,"Tosun, F., A. Bilgin, et al. (2006). ""Five-year evaluation of premarital screening program for hemoglobinopathies in the province of Mersin, Turkey."" Turkish Journal of Haematology 23(2): 84-89.",TUR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e7e,924,36.7413,10.0773,Tunisia,895,881,14,,NO,YES,,IBD02585,"Fattoum, S. (2006). ""[Hemoglobinopathies in Tunisia. An updated review of the epidemiologic and molecular data]."" Tunisie Médicale 84(11): 687-696.",TUN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b40,55,36.769,3.044,Algeria,180,179,1,0,YES,NO,Wide-area (>10 and ? 25 km2),IBD00064,"Allison, A. C. (1953). ""The sickle-cell trait in the mediterranean area."" Man 53: 31.",DZA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1df8,762,36.769,3.044,Algeria,722,714,8,,YES,YES,Small polygon (>25 and ? 100 km2),IBD02023,"Trabuchet, G., M. Dahmane, et al. (1977). ""[Abnormal hemoglobins in Algeria]."" Semaine des Hôpitaux 53(16): 879-881.",DZA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f0f,1090,36.7742,36.5176,Turkey,16,16,0,,YES,YES,Large polygon (>100 km2),IBD03238,"Yuregir, G. T., A. Arpaci, et al. (1995). ""Population at risk for hemoglobinopathies in Cukurova, Turkiye: Need for prenatal diagnosis."" Annals of Medical Sciences 4(2): 61-69.",TUR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f11,1091,36.7801,35.6706,Turkey,695,521,174,,YES,YES,Large polygon (>100 km2),IBD03238,"Yuregir, G. T., A. Arpaci, et al. (1995). ""Population at risk for hemoglobinopathies in Cukurova, Turkiye: Need for prenatal diagnosis."" Annals of Medical Sciences 4(2): 61-69.",TUR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b90,1183,36.792,14.698,Italy,280,268,12,0,YES,YES,Point (? 10 km2),IBD03292,"Schiliro, G., F. Di Gregorio, et al. (1986). ""Incidence of hemoglobin S carriers in Sicily."" Hemoglobin 10(1): 95-99.",ITA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f12,1092,36.809,34.634,Turkey,900,721,179,,YES,YES,Point (? 10 km2),IBD03238,"Yuregir, G. T., A. Arpaci, et al. (1995). ""Population at risk for hemoglobinopathies in Cukurova, Turkiye: Need for prenatal diagnosis."" Annals of Medical Sciences 4(2): 61-69.",TUR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c0c,128,36.81,10.176,Tunisia,742,734,8,,YES,YES,Small polygon (>25 and ? 100 km2),IBD00196,"Ben Rachid, M. S., M. Farhat, et al. (1967). ""Hemoglobinopathie s en Tunisie."" Nouvelle Revue Française d'Hématologie 7: 393-400.",TUN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e1d,809,36.817,34.758,Turkey,184,115,69,,YES,YES,Point (? 10 km2),IBD02252,"Akoglu, T., F. L. Ozer, et al. (1986). ""The coincidence of glucose-6-phosphate dehydrogenase deficiency and hemoglobin S gene in Cukurova Province, Turkey."" American Journal of Epidemiology 123(4): 677-680.",TUR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f13,1093,36.823,36.2999,Turkey,12,12,0,,YES,YES,Large polygon (>100 km2),IBD03238,"Yuregir, G. T., A. Arpaci, et al. (1995). ""Population at risk for hemoglobinopathies in Cukurova, Turkiye: Need for prenatal diagnosis."" Annals of Medical Sciences 4(2): 61-69.",TUR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1efd,1070,36.8294,34.1142,Turkey,8011,8004,7,,YES,YES,,IBD03173,"Tosun, F., A. Bilgin, et al. (2006). ""Five-year evaluation of premarital screening program for hemoglobinopathies in the province of Mersin, Turkey."" Turkish Journal of Haematology 23(2): 84-89.",TUR,TRUE,FALSE
